instance_count	machine_type	slots	memory	data_size_MB	features	observations	k	gross_runtime
6	r4.2xlarge	48	366000	21300	5	200000000	5	346
6	r4.2xlarge	48	366000	21300	5	200000000	7	364
6	r4.2xlarge	48	366000	21300	5	200000000	7	382
6	r4.2xlarge	48	366000	21300	5	200000000	9	388
6	r4.2xlarge	48	366000	30500	15	100000000	3	264
6	r4.2xlarge	48	366000	30500	15	100000000	5	314
6	r4.2xlarge	48	366000	30500	15	100000000	9	330
6	r4.xlarge	24	183000	16000	5	150000000	3	478
8	m4.2xlarge	64	256000	16000	5	150000000	3	196
8	r4.2xlarge	64	488000	10500	5	100000000	3	140
8	r4.2xlarge	64	488000	10500	5	100000000	5	174
8	r4.2xlarge	64	488000	10500	5	100000000	7	184
8	r4.2xlarge	64	488000	13200	5	125000000	3	152
8	r4.2xlarge	64	488000	13200	5	125000000	5	180
8	r4.2xlarge	64	488000	13200	5	125000000	9	190
8	r4.2xlarge	64	488000	16000	5	150000000	3	182
8	r4.2xlarge	64	488000	16000	5	150000000	5	218
8	r4.2xlarge	64	488000	16000	5	150000000	9	232
8	r4.2xlarge	64	488000	18600	5	175000000	3	192
8	r4.2xlarge	64	488000	18600	5	175000000	7	242
8	r4.2xlarge	64	488000	20300	10	100000000	3	190
8	r4.2xlarge	64	488000	20300	10	100000000	9	204
8	r4.2xlarge	64	488000	21300	5	200000000	3	232
8	r4.2xlarge	64	488000	21300	5	200000000	5	266
8	r4.2xlarge	64	488000	21300	5	200000000	9	286
8	r4.2xlarge	64	488000	30500	15	100000000	3	204
8	r4.2xlarge	64	488000	30500	15	100000000	7	248
8	r4.2xlarge	64	488000	30500	15	100000000	9	258
8	r4.xlarge	32	244000	16000	5	150000000	3	340
10	m4.2xlarge	80	320000	16000	5	150000000	3	154
10	r4.2xlarge	80	610000	10500	5	100000000	3	122
10	r4.2xlarge	80	610000	10500	5	100000000	3	134
10	r4.2xlarge	80	610000	10500	5	100000000	7	152
10	r4.2xlarge	80	610000	10500	5	100000000	7	164
10	r4.2xlarge	80	610000	13200	5	125000000	3	144
10	r4.2xlarge	80	610000	13200	5	125000000	5	176
10	r4.2xlarge	80	610000	13200	5	125000000	9	192
10	r4.2xlarge	80	610000	16000	5	150000000	3	148
10	r4.2xlarge	80	610000	16000	5	150000000	7	182
10	r4.2xlarge	80	610000	18600	5	175000000	3	164
10	r4.2xlarge	80	610000	18600	5	175000000	5	200
10	r4.2xlarge	80	610000	18600	5	175000000	7	212
10	r4.2xlarge	80	610000	20300	10	100000000	3	174
10	r4.2xlarge	80	610000	20300	10	100000000	9	186
10	r4.2xlarge	80	610000	21300	5	200000000	3	204
10	r4.2xlarge	80	610000	21300	5	200000000	5	224
10	r4.2xlarge	80	610000	21300	5	200000000	5	234
10	r4.2xlarge	80	610000	21300	5	200000000	9	246
10	r4.2xlarge	80	610000	30500	15	100000000	3	174
10	r4.2xlarge	80	610000	30500	15	100000000	5	206
10	r4.2xlarge	80	610000	30500	15	100000000	7	214
10	r4.xlarge	40	305000	16000	5	150000000	3	250
12	m4.2xlarge	96	384000	16000	5	150000000	3	148
12	r4.2xlarge	96	732000	10500	5	100000000	3	96
12	r4.2xlarge	96	732000	10500	5	100000000	5	116
12	r4.2xlarge	96	732000	13200	5	125000000	3	132
12	r4.2xlarge	96	732000	13200	5	125000000	5	160
12	r4.2xlarge	96	732000	13200	5	125000000	7	172
12	r4.2xlarge	96	732000	16000	5	150000000	3	140
12	r4.2xlarge	96	732000	16000	5	150000000	5	170
12	r4.2xlarge	96	732000	16000	5	150000000	9	184
12	r4.2xlarge	96	732000	18600	5	175000000	3	144
12	r4.2xlarge	96	732000	18600	5	175000000	7	180
12	r4.2xlarge	96	732000	20300	10	100000000	3	140
12	r4.2xlarge	96	732000	20300	10	100000000	7	148
12	r4.2xlarge	96	732000	21300	5	200000000	3	160
12	r4.2xlarge	96	732000	21300	5	200000000	5	184
12	r4.2xlarge	96	732000	21300	5	200000000	9	200
12	r4.2xlarge	96	732000	30500	15	100000000	3	144
12	r4.2xlarge	96	732000	30500	15	100000000	5	170
12	r4.2xlarge	96	732000	30500	15	100000000	7	178
12	r4.xlarge	48	366000	16000	5	150000000	3	230
