instance_count	machine_type	slots	memory	data_size_MB	pages	links	convergence_criterion	gross_runtime
2	m4.2xlarge	16	64000	284	2000000	20000000	0.001	398
2	r4.2xlarge	16	122000	131	1000000	10000000	0.0001	246
2	r4.2xlarge	16	122000	131	1000000	10000000	0.005	154
2	r4.2xlarge	16	122000	142	2000000	10000000	0.0001	364
2	r4.2xlarge	16	122000	142	2000000	10000000	0.005	216
2	r4.2xlarge	16	122000	145	3000000	10000000	0.0001	406
2	r4.2xlarge	16	122000	145	3000000	10000000	0.001	312
2	r4.2xlarge	16	122000	145	3000000	10000000	0.005	238
2	r4.2xlarge	16	122000	263	1000000	20000000	0.0005	296
2	r4.2xlarge	16	122000	263	1000000	20000000	0.005	200
2	r4.2xlarge	16	122000	284	2000000	20000000	0.0005	472
2	r4.2xlarge	16	122000	284	2000000	20000000	0.005	292
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0001	744
2	r4.2xlarge	16	122000	291	3000000	20000000	0.0005	540
2	r4.2xlarge	16	122000	291	3000000	20000000	0.01	340
2	r4.2xlarge	16	122000	394	1000000	30000000	0.0005	350
2	r4.2xlarge	16	122000	394	1000000	30000000	0.01	232
2	r4.2xlarge	16	122000	426	2000000	30000000	0.0001	668
2	r4.2xlarge	16	122000	426	2000000	30000000	0.001	540
2	r4.2xlarge	16	122000	426	2000000	30000000	0.005	368
2	r4.2xlarge	16	122000	436	3000000	30000000	0.0001	842
2	r4.2xlarge	16	122000	436	3000000	30000000	0.001	622
2	r4.2xlarge	16	122000	436	3000000	30000000	0.01	398
2	r4.xlarge	8	61000	284	2000000	20000000	0.001	680
4	m4.2xlarge	32	128000	284	2000000	20000000	0.001	312
4	r4.2xlarge	32	244000	131	1000000	10000000	0.0005	186
4	r4.2xlarge	32	244000	142	2000000	10000000	0.0005	282
4	r4.2xlarge	32	244000	142	2000000	10000000	0.005	190
4	r4.2xlarge	32	244000	145	3000000	10000000	0.0001	364
4	r4.2xlarge	32	244000	145	3000000	10000000	0.001	294
4	r4.2xlarge	32	244000	145	3000000	10000000	0.005	206
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0001	320
4	r4.2xlarge	32	244000	263	1000000	20000000	0.0005	238
4	r4.2xlarge	32	244000	263	1000000	20000000	0.005	166
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0001	448
4	r4.2xlarge	32	244000	284	2000000	20000000	0.0005	364
4	r4.2xlarge	32	244000	284	2000000	20000000	0.005	246
4	r4.2xlarge	32	244000	291	3000000	20000000	0.0005	474
4	r4.2xlarge	32	244000	291	3000000	20000000	0.01	274
4	r4.2xlarge	32	244000	394	1000000	30000000	0.001	304
4	r4.2xlarge	32	244000	394	1000000	30000000	0.005	210
4	r4.2xlarge	32	244000	426	2000000	30000000	0.0005	466
4	r4.2xlarge	32	244000	426	2000000	30000000	0.005	306
4	r4.2xlarge	32	244000	436	3000000	30000000	0.0001	710
4	r4.2xlarge	32	244000	436	3000000	30000000	0.001	550
4	r4.2xlarge	32	244000	436	3000000	30000000	0.01	336
4	r4.xlarge	16	122000	284	2000000	20000000	0.001	588
6	m4.2xlarge	48	192000	284	2000000	20000000	0.001	298
6	r4.2xlarge	48	366000	131	1000000	10000000	0.0005	194
6	r4.2xlarge	48	366000	131	1000000	10000000	0.01	122
6	r4.2xlarge	48	366000	142	2000000	10000000	0.0005	272
6	r4.2xlarge	48	366000	142	2000000	10000000	0.005	188
6	r4.2xlarge	48	366000	145	3000000	10000000	0.0005	302
6	r4.2xlarge	48	366000	145	3000000	10000000	0.005	208
6	r4.2xlarge	48	366000	263	1000000	20000000	0.0005	246
6	r4.2xlarge	48	366000	263	1000000	20000000	0.005	164
6	r4.2xlarge	48	366000	284	2000000	20000000	0.0001	430
6	r4.2xlarge	48	366000	284	2000000	20000000	0.001	330
6	r4.2xlarge	48	366000	284	2000000	20000000	0.01	218
6	r4.2xlarge	48	366000	291	3000000	20000000	0.0005	450
6	r4.2xlarge	48	366000	291	3000000	20000000	0.01	268
6	r4.2xlarge	48	366000	394	1000000	30000000	0.0001	366
6	r4.2xlarge	48	366000	394	1000000	30000000	0.0005	286
6	r4.2xlarge	48	366000	394	1000000	30000000	0.005	208
6	r4.2xlarge	48	366000	426	2000000	30000000	0.0005	448
6	r4.2xlarge	48	366000	426	2000000	30000000	0.001	392
6	r4.2xlarge	48	366000	426	2000000	30000000	0.01	270
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0001	690
6	r4.2xlarge	48	366000	436	3000000	30000000	0.0005	540
6	r4.2xlarge	48	366000	436	3000000	30000000	0.005	364
6	r4.xlarge	24	183000	284	2000000	20000000	0.001	428
8	m4.2xlarge	64	256000	284	2000000	20000000	0.001	326
8	r4.2xlarge	64	488000	131	1000000	10000000	0.001	172
8	r4.2xlarge	64	488000	142	2000000	10000000	0.0001	350
8	r4.2xlarge	64	488000	142	2000000	10000000	0.001	258
8	r4.2xlarge	64	488000	142	2000000	10000000	0.01	174
8	r4.2xlarge	64	488000	145	3000000	10000000	0.0005	312
8	r4.2xlarge	64	488000	145	3000000	10000000	0.005	206
8	r4.2xlarge	64	488000	263	1000000	20000000	0.0005	246
8	r4.2xlarge	64	488000	263	1000000	20000000	0.01	152
8	r4.2xlarge	64	488000	284	2000000	20000000	0.0001	428
8	r4.2xlarge	64	488000	284	2000000	20000000	0.0005	344
8	r4.2xlarge	64	488000	284	2000000	20000000	0.005	234
8	r4.2xlarge	64	488000	291	3000000	20000000	0.0001	552
8	r4.2xlarge	64	488000	291	3000000	20000000	0.0005	440
8	r4.2xlarge	64	488000	291	3000000	20000000	0.005	300
8	r4.2xlarge	64	488000	394	1000000	30000000	0.0005	330
8	r4.2xlarge	64	488000	394	1000000	30000000	0.005	200
8	r4.2xlarge	64	488000	426	2000000	30000000	0.0001	546
8	r4.2xlarge	64	488000	426	2000000	30000000	0.0005	426
8	r4.2xlarge	64	488000	426	2000000	30000000	0.005	294
8	r4.2xlarge	64	488000	436	3000000	30000000	0.0001	696
8	r4.2xlarge	64	488000	436	3000000	30000000	0.0005	544
8	r4.2xlarge	64	488000	436	3000000	30000000	0.005	368
10	m4.2xlarge	80	320000	284	2000000	20000000	0.001	292
10	r4.2xlarge	80	610000	131	1000000	10000000	0.0001	228
10	r4.2xlarge	80	610000	131	1000000	10000000	0.005	138
10	r4.2xlarge	80	610000	142	2000000	10000000	0.001	264
10	r4.2xlarge	80	610000	145	3000000	10000000	0.0005	298
10	r4.2xlarge	80	610000	145	3000000	10000000	0.01	196
10	r4.2xlarge	80	610000	263	1000000	20000000	0.001	206
10	r4.2xlarge	80	610000	284	2000000	20000000	0.0001	442
10	r4.2xlarge	80	610000	284	2000000	20000000	0.0005	358
10	r4.2xlarge	80	610000	284	2000000	20000000	0.005	238
10	r4.2xlarge	80	610000	291	3000000	20000000	0.0005	446
10	r4.2xlarge	80	610000	291	3000000	20000000	0.005	292
10	r4.2xlarge	80	610000	394	1000000	30000000	0.0005	300
10	r4.2xlarge	80	610000	394	1000000	30000000	0.005	198
10	r4.2xlarge	80	610000	426	2000000	30000000	0.0001	536
10	r4.2xlarge	80	610000	426	2000000	30000000	0.0005	426
10	r4.2xlarge	80	610000	426	2000000	30000000	0.005	286
10	r4.2xlarge	80	610000	436	3000000	30000000	0.0001	682
10	r4.2xlarge	80	610000	436	3000000	30000000	0.0005	530
10	r4.2xlarge	80	610000	436	3000000	30000000	0.01	324
10	r4.xlarge	40	305000	284	2000000	20000000	0.001	418
12	m4.2xlarge	96	384000	284	2000000	20000000	0.001	298
12	r4.2xlarge	96	732000	131	1000000	10000000	0.0005	196
12	r4.2xlarge	96	732000	131	1000000	10000000	0.005	134
12	r4.2xlarge	96	732000	142	2000000	10000000	0.0005	294
12	r4.2xlarge	96	732000	142	2000000	10000000	0.01	180
12	r4.2xlarge	96	732000	145	3000000	10000000	0.0005	300
12	r4.2xlarge	96	732000	145	3000000	10000000	0.005	208
12	r4.2xlarge	96	732000	263	1000000	20000000	0.0001	278
12	r4.2xlarge	96	732000	263	1000000	20000000	0.0005	228
12	r4.2xlarge	96	732000	263	1000000	20000000	0.005	160
12	r4.2xlarge	96	732000	284	2000000	20000000	0.0001	442
12	r4.2xlarge	96	732000	284	2000000	20000000	0.0005	342
12	r4.2xlarge	96	732000	284	2000000	20000000	0.005	232
12	r4.2xlarge	96	732000	291	3000000	20000000	0.0001	546
12	r4.2xlarge	96	732000	291	3000000	20000000	0.0005	438
12	r4.2xlarge	96	732000	291	3000000	20000000	0.005	290
12	r4.2xlarge	96	732000	394	1000000	30000000	0.001	276
12	r4.2xlarge	96	732000	426	2000000	30000000	0.0001	544
12	r4.2xlarge	96	732000	426	2000000	30000000	0.001	404
12	r4.2xlarge	96	732000	426	2000000	30000000	0.01	268
12	r4.2xlarge	96	732000	436	3000000	30000000	0.0001	666
12	r4.2xlarge	96	732000	436	3000000	30000000	0.0005	538
12	r4.2xlarge	96	732000	436	3000000	30000000	0.005	368
